year,variable,desc
2016,subabuse_desc,Substance Abuse Disorder Description
2017,subabuse_desc,Substance Abuse Disorder Severity Description
2019,subabuse_desc,Substance Use Disorder Severity Description
2021,sugardrink,How Many Surgary Drinks
2022,sugardrink,How Many Surgary Drinks
2016,swallowing,Difficulty Swallowing
2017,swallowing,Difficulty Swallowing Past 12 Months
2018,swallowing,Difficulty Swallowing Past 12 Months
2019,swallowing,Difficulty Swallowing Past 12 Months
2020,swallowing,Difficulty Swallowing Past 12 Months
2021,swallowing,Difficulty Swallowing Past 12 Months
2022,swallowing,Difficulty Swallowing Past 12 Months
2016,talkabout,Facing Problems - How Often Talk Together
2017,talkabout,Facing Problems - How Often Talk Together
2018,talkabout,Facing Problems - How Often Talk Together
2019,talkabout,Facing Problems - How Often Talk Together
2020,talkabout,Facing Problems - How Often Talk Together
2021,talkabout,Facing Problems - How Often Talk Together
2022,talkabout,Facing Problems - How Often Talk Together
2018,tellstory,Tell a Story
2019,tellstory,Tell a Story
2020,tellstory,Tell a Story
2021,tellstory,Tell a Story
2022,tellstory,Tell a Story
2016,temper,How Often - Lose Control
2017,temper,How Often - Lose Control
2018,temper,How Often - Lose Control
2019,temper,How Often - Lose Control
2020,temper,How Often - Lose Control
2021,temper,How Often - Lose Control
2022,temper_r,How Often - Loses Temper
2018,tenure,The Conditions under Which Land or Buildings Are Held or Occupied
2019,tenure,The Conditions under Which Land or Buildings Are Held or Occupied
2020,tenure,The Conditions under Which Land or Buildings Are Held or Occupied
2021,tenure,The Conditions under Which Land or Buildings Are Held or Occupied
2022,tenure,The Conditions under Which Land or Buildings Are Held or Occupied
2018,tenure_if,Imputation Flag for TENURE
2019,tenure_if,Imputation Flag for TENURE
2020,tenure_if,Imputation Flag for TENURE
2021,tenure_if,Imputation Flag for TENURE
2022,tenure_if,Imputation Flag for TENURE
2020,thalassemia,Blood Disorder Thalassemia
2021,thalassemia,Blood Disorder Thalassemia
2022,thalassemia,Blood Disorder Thalassemia
2018,threewords,Use Three Words Together
2019,threewords,Use Three Words Together
2020,threewords,Use Three Words Together
2021,threewords,Use Three Words Together
2022,threewords,Use Three Words Together
2016,toothaches,Difficulty Toothaches
2017,toothaches,Difficulty Toothaches Past 12 Months
2018,toothaches,Difficulty Toothaches Past 12 Months
2019,toothaches,Difficulty Toothaches Past 12 Months
2020,toothaches,Difficulty Toothaches Past 12 Months
2021,toothaches,Difficulty Toothaches Past 12 Months
2022,toothaches,Difficulty Toothaches Past 12 Months
2016,totage_0_5,Count of Children Ages 0 to 5 in Household
2017,totage_0_5,Count of Children Ages 0 to 5 in Household
2018,totage_0_5,Count of Children Ages 0 to 5 in Household
2019,totage_0_5,Count of Children Ages 0 to 5 in Household
2020,totage_0_5,Count of Children Ages 0 to 5 in Household
2021,totage_0_5,Count of Children Ages 0 to 5 in Household
2022,totage_0_5,Count of Children Ages 0 to 5 in Household
2016,totage_12_17,Count of Children Ages 12 to 17 in Household
2017,totage_12_17,Count of Children Ages 12 to 17 in Household
2018,totage_12_17,Count of Children Ages 12 to 17 in Household
2019,totage_12_17,Count of Children Ages 12 to 17 in Household
2020,totage_12_17,Count of Children Ages 12 to 17 in Household
2021,totage_12_17,Count of Children Ages 12 to 17 in Household
2022,totage_12_17,Count of Children Ages 12 to 17 in Household
2016,totage_6_11,Count of Children Ages 6 to 11 in Household
2017,totage_6_11,Count of Children Ages 6 to 11 in Household
2018,totage_6_11,Count of Children Ages 6 to 11 in Household
2019,totage_6_11,Count of Children Ages 6 to 11 in Household
2020,totage_6_11,Count of Children Ages 6 to 11 in Household
2021,totage_6_11,Count of Children Ages 6 to 11 in Household
2022,totage_6_11,Count of Children Ages 6 to 11 in Household
2016,totcshcn,Count of Children with Special Health Care Needs in Household
2017,totcshcn,Count of Children with Special Health Care Needs in Household
2018,totcshcn,Count of Children with Special Health Care Needs in Household
2019,totcshcn,Count of Children with Special Health Care Needs in Household
2020,totcshcn,Count of Children with Special Health Care Needs in Household
2021,totcshcn,Count of Children with Special Health Care Needs in Household
2022,totcshcn,Count of Children with Special Health Care Needs in Household
2016,totfemale,Count of Female Children in Household
2017,totfemale,Count of Female Children in Household
2018,totfemale,Count of Female Children in Household
2019,totfemale,Count of Female Children in Household
2020,totfemale,Count of Female Children in Household
2021,totfemale,Count of Female Children in Household
2022,totfemale,Count of Female Children in Household
2016,totkids_r,Number of Children
2017,totkids_r,Number of Children in Household
2018,totkids_r,Number of Children in Household
2019,totkids_r,Number of Children in Household
2020,totkids_r,Number of Children in Household
2021,totkids_r,Number of Children in Household
2022,totkids_r,Number of Children in Household
2016,totmale,Count of Male Children in Household
2017,totmale,Count of Male Children in Household
2018,totmale,Count of Male Children in Household
2019,totmale,Count of Male Children in Household
2020,totmale,Count of Male Children in Household
2021,totmale,Count of Male Children in Household
2022,totmale,Count of Male Children in Household
2016,totnonshcn,Count of Children without Special Health Care Needs in Household
2017,totnonshcn,Count of Children without Special Health Care Needs in Household
2018,totnonshcn,Count of Children without Special Health Care Needs in Household
2019,totnonshcn,Count of Children without Special Health Care Needs in Household
2020,totnonshcn,Count of Children without Special Health Care Needs in Household
2021,totnonshcn,Count of Children without Special Health Care Needs in Household
2022,totnonshcn,Count of Children without Special Health Care Needs in Household
2016,transportcc,Needed Health Care Not Received Due to - Getting Transportation
2017,transportcc,Needed Health Care Not Received Due to - Getting Transportation
2018,transportcc,Needed Health Care Not Received Due to - Getting Transportation
2019,transportcc,Needed Health Care Not Received Due to - Getting Transportation
2020,transportcc,Needed Health Care Not Received Due to - Getting Transportation
2021,transportcc,Needed Health Care Not Received Due to - Getting Transportation
2022,transportcc,Needed Health Care Not Received Due to - Getting Transportation
2016,treatadult,Talked About Child Seeing Doctors Who Treat Adults
2017,treatadult,Talked About Child Seeing Doctors Who Treat Adults
2018,treatadult,Talked About Child Seeing Doctors Who Treat Adults
2019,treatadult,Talked About Child Seeing Doctors Who Treat Adults
2020,treatadult,Talked About Child Seeing Doctors Who Treat Adults
2021,treatadult,Talked About Child Seeing Doctors Who Treat Adults
2022,treatadult,Talked About Child Seeing Doctors Who Treat Adults
2016,treatchild,Doctors Treat Only Children
2017,treatchild,Doctors Treat Only Children
2018,treatchild,Doctors Treat Only Children
2019,treatchild,Doctors Treat Only Children
2020,treatchild,Doctors Treat Only Children
2021,treatchild,Doctors Treat Only Children
2022,treatchild,Doctors Treat Only Children
2016,treatneed,Mental Health Professional Treatment - Problem
2017,treatneed,Mental Health Professional Treatment - Problem
2018,treatneed,Mental Health Professional Treatment - Problem
2019,treatneed,Mental Health Professional Treatment - Problem
2020,treatneed,Mental Health Professional Treatment - Problem
2021,treatneed,Mental Health Professional Treatment - Problem
2022,treatneed,Mental Health Professional Treatment - Problem
2016,tricare,Health Insurance - TRICARE
2017,tricare,Health Insurance - TRICARE
2018,tricare,Health Insurance - TRICARE
2019,tricare,Health Insurance - TRICARE
2020,tricare,Health Insurance - TRICARE
2021,tricare,Health Insurance - TRICARE
2022,tricare,Health Insurance - TRICARE
2018,twowords,Use Two Words Together
2019,twowords,Use Two Words Together
2020,twowords,Use Two Words Together
2021,twowords,Use Two Words Together
2022,twowords,Use Two Words Together
2018,understand,Understand 'No'
2019,understand,Understand 'No'
2020,understand,Understand 'No'
2021,understand,Understand 'No'
2022,understand,Understand 'No'
2018,understand2,"Understand 'In', 'On', 'Under'"
2019,understand2,"Understand 'In', 'On', 'Under'"
2020,understand2,"Understand 'In', 'On', 'Under''"
2021,understand2,"Understand 'In', 'On', 'Under'"
2022,understand2,"Understand 'In', 'On', 'Under'"
2016,usepencil,How Child Holds a Pencil
2017,usepencil,How Child Holds a Pencil
2018,usepencil,How Child Holds a Pencil
2019,usepencil,How Child Holds a Pencil
2020,usepencil,How Child Holds a Pencil
2021,usepencil,How Child Holds a Pencil
2016,usualgo,Place Usually Goes Routine Preventive Care
2017,usualgo,Place Usually Goes for Preventive Care
2018,usualgo,Place Usually Goes for Preventive Care
2019,usualgo,Place Usually Goes for Preventive Care
2020,usualgo,Place Usually Goes for Preventive Care
2021,usualgo,Place Usually Goes for Preventive Care
2022,usualgo,Place Usually Goes for Preventive Care
2016,usualsick,Place Usually Goes Routine Same As Sick
2017,usualsick,Place Usually Goes for Sick Same As Preventive
2018,usualsick,Place Usually Goes for Sick Same As Preventive
2019,usualsick,Place Usually Goes for Sick Same As Preventive
2020,usualsick,Place Usually Goes for Sick Same As Preventive
2021,usualsick,Place Usually Goes for Sick Same As Preventive
2022,usualsick,Place Usually Goes for Sick Same As Preventive
2022,vape,Vape/E-Cigarettes inside of Home
2021,vegetables,How Many Vegetables
2022,vegetables,How Many Vegetables
2021,videophone,COVID - Virtual Health Care Visits
2022,videophone,COVID - Virtual Health Care Visits
2021,videophonecovid,COVID - Virtual Health Care Visits Due to COVID
2022,videophonecovid,COVID - Virtual Health Care Visits Due to COVID
2021,visionexamrec,Vision Test Recommended 
2022,visionexamrec,Vision Test Recommended 
2021,visionscreenother,Vision Screening from Other Provider
2022,visionscreenother,Vision Screening from Other Provider
2022,waitforturn,How Often - Waits for Their Turn
2016,walkstairs,Serious Difficulty Walking or Climbing Stairs
2017,walkstairs,Serious Difficulty Walking or Climbing Stairs
2018,walkstairs,Serious Difficulty Walking or Climbing Stairs
2019,walkstairs,Serious Difficulty Walking or Climbing Stairs
2020,walkstairs,Serious Difficulty Walking or Climbing Stairs
2021,walkstairs,Serious Difficulty Walking or Climbing Stairs
2022,walkstairs,Serious Difficulty Walking or Climbing Stairs
2016,weight,Weight in KG
2017,weight,Weight in KG
2018,weight,Weight in KG
2019,weight,Weight in KG
2020,weight,Weight in KG
2021,weight,Weight in KG
2022,weight,WEIGHT
2016,wgtconc,Concerned About Weight
2017,wgtconc,Concerned About Weight
2018,wgtconc,Concerned About Weight
2019,wgtconc,Concerned About Weight
2020,wgtconc,Concerned About Weight
2021,wgtconc,Concerned About Weight
2022,wgtconc,Concerned About Weight
2016,wktosolve,Facing Problems - How Often Work Together
2017,wktosolve,Facing Problems - How Often Work Together
2018,wktosolve,Facing Problems - How Often Work Together
2019,wktosolve,Facing Problems - How Often Work Together
2020,wktosolve,Facing Problems - How Often Work Together
2021,wktosolve,Facing Problems - How Often Work Together
2022,wktosolve,Facing Problems - How Often Work Together
2016,worktofin,How Often - Work Until Finished
2017,worktofin,How Often - Work Until Finished
2018,worktofin,How Often - Work Until Finished
2019,worktofin,How Often - Work Until Finished
2020,worktofin,How Often - Work Until Finished
2021,worktofin,How Often - Work Until Finished
2016,writename,How Often - Write First Name
2017,writename,How Often - Write First Name
2018,writename,How Often - Write First Name
2019,writename,How Often - Write First Name
2020,writename,How Often - Write First Name
2021,writename,How Often - Write First Name
2022,writename,How Often - Write First Name
2016,writeplan,Doctor Worked with You and Child To Create Written Plan
2017,writeplan,Doctor Worked with You and Child To Create Written Plan
2018,writeplan,Doctor Worked with You and Child To Create Written Plan
2019,writeplan,Doctor Worked with You and Child To Create Written Plan
2020,writeplan,Doctor Worked with You and Child To Create Written Plan
2021,writeplan,Doctor Worked with You and Child To Create Written Plan
2022,writeplan,Doctor Worked with You and Child To Create Written Plan
2016,year,Survey Year
2017,year,Survey Year
2018,year,Survey Year
2019,year,Survey Year
2020,year,Survey Year
2021,year,Survey Year
2022,year,Survey Year
