year,variable,value,desc
2020,sc_hispanic_r_if,.d,Suppressed for confidentiality
2021,sc_hispanic_r_if,.d,Suppressed for confidentiality
2022,sc_hispanic_r_if,.d,Suppressed for confidentiality
2017,sc_hispanic_r_if,.l,Logical skip
2018,sc_hispanic_r_if,.l,Logical skip
2019,sc_hispanic_r_if,.l,Logical skip
2020,sc_hispanic_r_if,.l,Logical skip
2021,sc_hispanic_r_if,.l,Logical skip
2022,sc_hispanic_r_if,.l,Logical skip
2017,sc_hispanic_r_if,.m,No valid response
2018,sc_hispanic_r_if,.m,No valid response
2019,sc_hispanic_r_if,.m,No valid response
2020,sc_hispanic_r_if,.m,No valid response
2021,sc_hispanic_r_if,.m,No valid response
2022,sc_hispanic_r_if,.m,No valid response
2017,sc_hispanic_r_if,.n,Not in universe
2018,sc_hispanic_r_if,.n,Not in universe
2019,sc_hispanic_r_if,.n,Not in universe
2020,sc_hispanic_r_if,.n,Not in universe
2021,sc_hispanic_r_if,.n,Not in universe
2022,sc_hispanic_r_if,.n,Not in universe
2017,sc_hispanic_r_if,0,Not imputed
2018,sc_hispanic_r_if,0,Not imputed
2019,sc_hispanic_r_if,0,Not imputed
2020,sc_hispanic_r_if,0,Not imputed
2021,sc_hispanic_r_if,0,Not imputed
2022,sc_hispanic_r_if,0,Not imputed
2016,sc_hispanic_r_if,1,Imputed Value
2017,sc_hispanic_r_if,1,Imputed
2018,sc_hispanic_r_if,1,Imputed
2019,sc_hispanic_r_if,1,Imputed
2020,sc_hispanic_r_if,1,Imputed
2021,sc_hispanic_r_if,1,Imputed
2022,sc_hispanic_r_if,1,Imputed
2016,sc_k2q10,.d,Suppressed for confidentiality
2017,sc_k2q10,.d,Suppressed for confidentiality
2018,sc_k2q10,.d,Suppressed for confidentiality
2019,sc_k2q10,.d,Suppressed for confidentiality
2020,sc_k2q10,.d,Suppressed for confidentiality
2021,sc_k2q10,.d,Suppressed for confidentiality
2022,sc_k2q10,.d,Suppressed for confidentiality
2016,sc_k2q10,.l,Logical skip
2017,sc_k2q10,.l,Logical skip
2018,sc_k2q10,.l,Logical skip
2019,sc_k2q10,.l,Logical skip
2020,sc_k2q10,.l,Logical skip
2021,sc_k2q10,.l,Logical skip
2022,sc_k2q10,.l,Logical skip
2016,sc_k2q10,.m,No valid response
2017,sc_k2q10,.m,No valid response
2018,sc_k2q10,.m,No valid response
2019,sc_k2q10,.m,No valid response
2020,sc_k2q10,.m,No valid response
2021,sc_k2q10,.m,No valid response
2022,sc_k2q10,.m,No valid response
2016,sc_k2q10,.n,Not in universe
2017,sc_k2q10,.n,Not in universe
2018,sc_k2q10,.n,Not in universe
2019,sc_k2q10,.n,Not in universe
2020,sc_k2q10,.n,Not in universe
2021,sc_k2q10,.n,Not in universe
2022,sc_k2q10,.n,Not in universe
2016,sc_k2q10,1,Yes
2017,sc_k2q10,1,Yes
2018,sc_k2q10,1,Yes
2019,sc_k2q10,1,Yes
2020,sc_k2q10,1,Yes
2021,sc_k2q10,1,Yes
2022,sc_k2q10,1,Yes
2016,sc_k2q10,2,No
2017,sc_k2q10,2,No
2018,sc_k2q10,2,No
2019,sc_k2q10,2,No
2020,sc_k2q10,2,No
2021,sc_k2q10,2,No
2022,sc_k2q10,2,No
2016,sc_k2q11,.d,Suppressed for confidentiality
2017,sc_k2q11,.d,Suppressed for confidentiality
2018,sc_k2q11,.d,Suppressed for confidentiality
2019,sc_k2q11,.d,Suppressed for confidentiality
2020,sc_k2q11,.d,Suppressed for confidentiality
2021,sc_k2q11,.d,Suppressed for confidentiality
2022,sc_k2q11,.d,Suppressed for confidentiality
2016,sc_k2q11,.l,Logical skip
2017,sc_k2q11,.l,Logical skip
2018,sc_k2q11,.l,Logical skip
2019,sc_k2q11,.l,Logical skip
2020,sc_k2q11,.l,Logical skip
2021,sc_k2q11,.l,Logical skip
2022,sc_k2q11,.l,Logical skip
2016,sc_k2q11,.m,No valid response
2017,sc_k2q11,.m,No valid response
2018,sc_k2q11,.m,No valid response
2019,sc_k2q11,.m,No valid response
2020,sc_k2q11,.m,No valid response
2021,sc_k2q11,.m,No valid response
2022,sc_k2q11,.m,No valid response
2016,sc_k2q11,.n,Not in universe
2017,sc_k2q11,.n,Not in universe
2018,sc_k2q11,.n,Not in universe
2019,sc_k2q11,.n,Not in universe
2020,sc_k2q11,.n,Not in universe
2021,sc_k2q11,.n,Not in universe
2022,sc_k2q11,.n,Not in universe
2016,sc_k2q11,1,Yes
2017,sc_k2q11,1,Yes
2018,sc_k2q11,1,Yes
2019,sc_k2q11,1,Yes
2020,sc_k2q11,1,Yes
2021,sc_k2q11,1,Yes
2022,sc_k2q11,1,Yes
2016,sc_k2q11,2,No
2017,sc_k2q11,2,No
2018,sc_k2q11,2,No
2019,sc_k2q11,2,No
2020,sc_k2q11,2,No
2021,sc_k2q11,2,No
2022,sc_k2q11,2,No
2016,sc_k2q12,.d,Suppressed for confidentiality
2017,sc_k2q12,.d,Suppressed for confidentiality
2018,sc_k2q12,.d,Suppressed for confidentiality
2019,sc_k2q12,.d,Suppressed for confidentiality
2020,sc_k2q12,.d,Suppressed for confidentiality
2021,sc_k2q12,.d,Suppressed for confidentiality
2022,sc_k2q12,.d,Suppressed for confidentiality
2016,sc_k2q12,.l,Logical skip
2017,sc_k2q12,.l,Logical skip
2018,sc_k2q12,.l,Logical skip
2019,sc_k2q12,.l,Logical skip
2020,sc_k2q12,.l,Logical skip
2021,sc_k2q12,.l,Logical skip
2022,sc_k2q12,.l,Logical skip
2016,sc_k2q12,.m,No valid response
2017,sc_k2q12,.m,No valid response
2018,sc_k2q12,.m,No valid response
2019,sc_k2q12,.m,No valid response
2020,sc_k2q12,.m,No valid response
2021,sc_k2q12,.m,No valid response
2022,sc_k2q12,.m,No valid response
2016,sc_k2q12,.n,Not in universe
2017,sc_k2q12,.n,Not in universe
2018,sc_k2q12,.n,Not in universe
2019,sc_k2q12,.n,Not in universe
2020,sc_k2q12,.n,Not in universe
2021,sc_k2q12,.n,Not in universe
2022,sc_k2q12,.n,Not in universe
2016,sc_k2q12,1,Yes
2017,sc_k2q12,1,Yes
2018,sc_k2q12,1,Yes
2019,sc_k2q12,1,Yes
2020,sc_k2q12,1,Yes
2021,sc_k2q12,1,Yes
2022,sc_k2q12,1,Yes
2016,sc_k2q12,2,No
2017,sc_k2q12,2,No
2018,sc_k2q12,2,No
2019,sc_k2q12,2,No
2020,sc_k2q12,2,No
2021,sc_k2q12,2,No
2022,sc_k2q12,2,No
2016,sc_k2q13,.d,Suppressed for confidentiality
2017,sc_k2q13,.d,Suppressed for confidentiality
2018,sc_k2q13,.d,Suppressed for confidentiality
2019,sc_k2q13,.d,Suppressed for confidentiality
2020,sc_k2q13,.d,Suppressed for confidentiality
2021,sc_k2q13,.d,Suppressed for confidentiality
2022,sc_k2q13,.d,Suppressed for confidentiality
2016,sc_k2q13,.l,Logical skip
2017,sc_k2q13,.l,Logical skip
2018,sc_k2q13,.l,Logical skip
2019,sc_k2q13,.l,Logical skip
2020,sc_k2q13,.l,Logical skip
2021,sc_k2q13,.l,Logical skip
2022,sc_k2q13,.l,Logical skip
2016,sc_k2q13,.m,No valid response
2017,sc_k2q13,.m,No valid response
2018,sc_k2q13,.m,No valid response
2019,sc_k2q13,.m,No valid response
2020,sc_k2q13,.m,No valid response
2021,sc_k2q13,.m,No valid response
2022,sc_k2q13,.m,No valid response
2016,sc_k2q13,.n,Not in universe
2017,sc_k2q13,.n,Not in universe
2018,sc_k2q13,.n,Not in universe
2019,sc_k2q13,.n,Not in universe
2020,sc_k2q13,.n,Not in universe
2021,sc_k2q13,.n,Not in universe
2022,sc_k2q13,.n,Not in universe
2016,sc_k2q13,1,Yes
2017,sc_k2q13,1,Yes
2018,sc_k2q13,1,Yes
2019,sc_k2q13,1,Yes
2020,sc_k2q13,1,Yes
2021,sc_k2q13,1,Yes
2022,sc_k2q13,1,Yes
2016,sc_k2q13,2,No
2017,sc_k2q13,2,No
2018,sc_k2q13,2,No
2019,sc_k2q13,2,No
2020,sc_k2q13,2,No
2021,sc_k2q13,2,No
2022,sc_k2q13,2,No
2016,sc_k2q14,.d,Suppressed for confidentiality
2017,sc_k2q14,.d,Suppressed for confidentiality
2018,sc_k2q14,.d,Suppressed for confidentiality
2019,sc_k2q14,.d,Suppressed for confidentiality
2020,sc_k2q14,.d,Suppressed for confidentiality
2021,sc_k2q14,.d,Suppressed for confidentiality
2022,sc_k2q14,.d,Suppressed for confidentiality
2016,sc_k2q14,.l,Logical skip
2017,sc_k2q14,.l,Logical skip
2018,sc_k2q14,.l,Logical skip
2019,sc_k2q14,.l,Logical skip
2020,sc_k2q14,.l,Logical skip
2021,sc_k2q14,.l,Logical skip
2022,sc_k2q14,.l,Logical skip
2016,sc_k2q14,.m,No valid response
2017,sc_k2q14,.m,No valid response
2018,sc_k2q14,.m,No valid response
2019,sc_k2q14,.m,No valid response
2020,sc_k2q14,.m,No valid response
2021,sc_k2q14,.m,No valid response
2022,sc_k2q14,.m,No valid response
2016,sc_k2q14,.n,Not in universe
2017,sc_k2q14,.n,Not in universe
2018,sc_k2q14,.n,Not in universe
2019,sc_k2q14,.n,Not in universe
2020,sc_k2q14,.n,Not in universe
2021,sc_k2q14,.n,Not in universe
2022,sc_k2q14,.n,Not in universe
2016,sc_k2q14,1,Yes
2017,sc_k2q14,1,Yes
2018,sc_k2q14,1,Yes
2019,sc_k2q14,1,Yes
2020,sc_k2q14,1,Yes
2021,sc_k2q14,1,Yes
2022,sc_k2q14,1,Yes
2016,sc_k2q14,2,No
2017,sc_k2q14,2,No
2018,sc_k2q14,2,No
2019,sc_k2q14,2,No
2020,sc_k2q14,2,No
2021,sc_k2q14,2,No
2022,sc_k2q14,2,No
2016,sc_k2q15,.d,Suppressed for confidentiality
2017,sc_k2q15,.d,Suppressed for confidentiality
2018,sc_k2q15,.d,Suppressed for confidentiality
2019,sc_k2q15,.d,Suppressed for confidentiality
2020,sc_k2q15,.d,Suppressed for confidentiality
2021,sc_k2q15,.d,Suppressed for confidentiality
2022,sc_k2q15,.d,Suppressed for confidentiality
2016,sc_k2q15,.l,Logical skip
2017,sc_k2q15,.l,Logical skip
2018,sc_k2q15,.l,Logical skip
2019,sc_k2q15,.l,Logical skip
2020,sc_k2q15,.l,Logical skip
2021,sc_k2q15,.l,Logical skip
2022,sc_k2q15,.l,Logical skip
2016,sc_k2q15,.m,No valid response
2017,sc_k2q15,.m,No valid response
2018,sc_k2q15,.m,No valid response
2019,sc_k2q15,.m,No valid response
2020,sc_k2q15,.m,No valid response
2021,sc_k2q15,.m,No valid response
2022,sc_k2q15,.m,No valid response
2016,sc_k2q15,.n,Not in universe
2017,sc_k2q15,.n,Not in universe
2018,sc_k2q15,.n,Not in universe
2019,sc_k2q15,.n,Not in universe
2020,sc_k2q15,.n,Not in universe
2021,sc_k2q15,.n,Not in universe
2022,sc_k2q15,.n,Not in universe
2016,sc_k2q15,1,Yes
2017,sc_k2q15,1,Yes
2018,sc_k2q15,1,Yes
2019,sc_k2q15,1,Yes
2020,sc_k2q15,1,Yes
2021,sc_k2q15,1,Yes
2022,sc_k2q15,1,Yes
2016,sc_k2q15,2,No
2017,sc_k2q15,2,No
2018,sc_k2q15,2,No
2019,sc_k2q15,2,No
2020,sc_k2q15,2,No
2021,sc_k2q15,2,No
2022,sc_k2q15,2,No
2016,sc_k2q16,.d,Suppressed for confidentiality
2017,sc_k2q16,.d,Suppressed for confidentiality
2018,sc_k2q16,.d,Suppressed for confidentiality
2019,sc_k2q16,.d,Suppressed for confidentiality
2020,sc_k2q16,.d,Suppressed for confidentiality
2021,sc_k2q16,.d,Suppressed for confidentiality
2022,sc_k2q16,.d,Suppressed for confidentiality
2016,sc_k2q16,.l,Logical skip
2017,sc_k2q16,.l,Logical skip
2018,sc_k2q16,.l,Logical skip
2019,sc_k2q16,.l,Logical skip
2020,sc_k2q16,.l,Logical skip
2021,sc_k2q16,.l,Logical skip
2022,sc_k2q16,.l,Logical skip
2016,sc_k2q16,.m,No valid response
2017,sc_k2q16,.m,No valid response
2018,sc_k2q16,.m,No valid response
2019,sc_k2q16,.m,No valid response
2020,sc_k2q16,.m,No valid response
2021,sc_k2q16,.m,No valid response
2022,sc_k2q16,.m,No valid response
2016,sc_k2q16,.n,Not in universe
2017,sc_k2q16,.n,Not in universe
2018,sc_k2q16,.n,Not in universe
2019,sc_k2q16,.n,Not in universe
2020,sc_k2q16,.n,Not in universe
2021,sc_k2q16,.n,Not in universe
2022,sc_k2q16,.n,Not in universe
2016,sc_k2q16,1,Yes
2017,sc_k2q16,1,Yes
2018,sc_k2q16,1,Yes
2019,sc_k2q16,1,Yes
2020,sc_k2q16,1,Yes
2021,sc_k2q16,1,Yes
2022,sc_k2q16,1,Yes
2016,sc_k2q16,2,No
2017,sc_k2q16,2,No
2018,sc_k2q16,2,No
2019,sc_k2q16,2,No
2020,sc_k2q16,2,No
2021,sc_k2q16,2,No
2022,sc_k2q16,2,No
2016,sc_k2q17,.d,Suppressed for confidentiality
2017,sc_k2q17,.d,Suppressed for confidentiality
2018,sc_k2q17,.d,Suppressed for confidentiality
2019,sc_k2q17,.d,Suppressed for confidentiality
2020,sc_k2q17,.d,Suppressed for confidentiality
2021,sc_k2q17,.d,Suppressed for confidentiality
2022,sc_k2q17,.d,Suppressed for confidentiality
2016,sc_k2q17,.l,Logical skip
2017,sc_k2q17,.l,Logical skip
2018,sc_k2q17,.l,Logical skip
2019,sc_k2q17,.l,Logical skip
2020,sc_k2q17,.l,Logical skip
2021,sc_k2q17,.l,Logical skip
2022,sc_k2q17,.l,Logical skip
2016,sc_k2q17,.m,No valid response
2017,sc_k2q17,.m,No valid response
2018,sc_k2q17,.m,No valid response
2019,sc_k2q17,.m,No valid response
2020,sc_k2q17,.m,No valid response
2021,sc_k2q17,.m,No valid response
2022,sc_k2q17,.m,No valid response
2016,sc_k2q17,.n,Not in universe
2017,sc_k2q17,.n,Not in universe
2018,sc_k2q17,.n,Not in universe
2019,sc_k2q17,.n,Not in universe
2020,sc_k2q17,.n,Not in universe
2021,sc_k2q17,.n,Not in universe
2022,sc_k2q17,.n,Not in universe
2016,sc_k2q17,1,Yes
2017,sc_k2q17,1,Yes
2018,sc_k2q17,1,Yes
2019,sc_k2q17,1,Yes
2020,sc_k2q17,1,Yes
2021,sc_k2q17,1,Yes
2022,sc_k2q17,1,Yes
2016,sc_k2q17,2,No
2017,sc_k2q17,2,No
2018,sc_k2q17,2,No
2019,sc_k2q17,2,No
2020,sc_k2q17,2,No
2021,sc_k2q17,2,No
2022,sc_k2q17,2,No
2016,sc_k2q18,.d,Suppressed for confidentiality
2017,sc_k2q18,.d,Suppressed for confidentiality
2018,sc_k2q18,.d,Suppressed for confidentiality
2019,sc_k2q18,.d,Suppressed for confidentiality
2020,sc_k2q18,.d,Suppressed for confidentiality
2021,sc_k2q18,.d,Suppressed for confidentiality
2022,sc_k2q18,.d,Suppressed for confidentiality
2016,sc_k2q18,.l,Logical skip
2017,sc_k2q18,.l,Logical skip
2018,sc_k2q18,.l,Logical skip
2019,sc_k2q18,.l,Logical skip
2020,sc_k2q18,.l,Logical skip
2021,sc_k2q18,.l,Logical skip
2022,sc_k2q18,.l,Logical skip
2016,sc_k2q18,.m,No valid response
2017,sc_k2q18,.m,No valid response
2018,sc_k2q18,.m,No valid response
2019,sc_k2q18,.m,No valid response
2020,sc_k2q18,.m,No valid response
2021,sc_k2q18,.m,No valid response
2022,sc_k2q18,.m,No valid response
2016,sc_k2q18,.n,Not in universe
2017,sc_k2q18,.n,Not in universe
2018,sc_k2q18,.n,Not in universe
2019,sc_k2q18,.n,Not in universe
2020,sc_k2q18,.n,Not in universe
2021,sc_k2q18,.n,Not in universe
2022,sc_k2q18,.n,Not in universe
2016,sc_k2q18,1,Yes
2017,sc_k2q18,1,Yes
2018,sc_k2q18,1,Yes
2019,sc_k2q18,1,Yes
2020,sc_k2q18,1,Yes
2021,sc_k2q18,1,Yes
2022,sc_k2q18,1,Yes
2016,sc_k2q18,2,No
2017,sc_k2q18,2,No
2018,sc_k2q18,2,No
2019,sc_k2q18,2,No
2020,sc_k2q18,2,No
2021,sc_k2q18,2,No
2022,sc_k2q18,2,No
2016,sc_k2q19,.d,Suppressed for confidentiality
2017,sc_k2q19,.d,Suppressed for confidentiality
2018,sc_k2q19,.d,Suppressed for confidentiality
2019,sc_k2q19,.d,Suppressed for confidentiality
2020,sc_k2q19,.d,Suppressed for confidentiality
2021,sc_k2q19,.d,Suppressed for confidentiality
2022,sc_k2q19,.d,Suppressed for confidentiality
2016,sc_k2q19,.l,Logical skip
2017,sc_k2q19,.l,Logical skip
2018,sc_k2q19,.l,Logical skip
2019,sc_k2q19,.l,Logical skip
2020,sc_k2q19,.l,Logical skip
2021,sc_k2q19,.l,Logical skip
2022,sc_k2q19,.l,Logical skip
2016,sc_k2q19,.m,No valid response
2017,sc_k2q19,.m,No valid response
2018,sc_k2q19,.m,No valid response
2019,sc_k2q19,.m,No valid response
2020,sc_k2q19,.m,No valid response
2021,sc_k2q19,.m,No valid response
2022,sc_k2q19,.m,No valid response
2016,sc_k2q19,.n,Not in universe
2017,sc_k2q19,.n,Not in universe
2018,sc_k2q19,.n,Not in universe
2019,sc_k2q19,.n,Not in universe
2020,sc_k2q19,.n,Not in universe
2021,sc_k2q19,.n,Not in universe
2022,sc_k2q19,.n,Not in universe
2016,sc_k2q19,1,Yes
2017,sc_k2q19,1,Yes
2018,sc_k2q19,1,Yes
2019,sc_k2q19,1,Yes
2020,sc_k2q19,1,Yes
2021,sc_k2q19,1,Yes
2022,sc_k2q19,1,Yes
2016,sc_k2q19,2,No
2017,sc_k2q19,2,No
2018,sc_k2q19,2,No
2019,sc_k2q19,2,No
2020,sc_k2q19,2,No
2021,sc_k2q19,2,No
2022,sc_k2q19,2,No
2016,sc_k2q20,.d,Suppressed for confidentiality
2017,sc_k2q20,.d,Suppressed for confidentiality
2018,sc_k2q20,.d,Suppressed for confidentiality
2019,sc_k2q20,.d,Suppressed for confidentiality
2020,sc_k2q20,.d,Suppressed for confidentiality
2021,sc_k2q20,.d,Suppressed for confidentiality
2022,sc_k2q20,.d,Suppressed for confidentiality
2016,sc_k2q20,.l,Logical skip
2017,sc_k2q20,.l,Logical skip
2018,sc_k2q20,.l,Logical skip
2019,sc_k2q20,.l,Logical skip
2020,sc_k2q20,.l,Logical skip
2021,sc_k2q20,.l,Logical skip
2022,sc_k2q20,.l,Logical skip
2016,sc_k2q20,.m,No valid response
2017,sc_k2q20,.m,No valid response
2018,sc_k2q20,.m,No valid response
2019,sc_k2q20,.m,No valid response
2020,sc_k2q20,.m,No valid response
2021,sc_k2q20,.m,No valid response
2022,sc_k2q20,.m,No valid response
2016,sc_k2q20,.n,Not in universe
2017,sc_k2q20,.n,Not in universe
2018,sc_k2q20,.n,Not in universe
2019,sc_k2q20,.n,Not in universe
2020,sc_k2q20,.n,Not in universe
2021,sc_k2q20,.n,Not in universe
2022,sc_k2q20,.n,Not in universe
2016,sc_k2q20,1,Yes
2017,sc_k2q20,1,Yes
2018,sc_k2q20,1,Yes
2019,sc_k2q20,1,Yes
2020,sc_k2q20,1,Yes
2021,sc_k2q20,1,Yes
2022,sc_k2q20,1,Yes
2016,sc_k2q20,2,No
2017,sc_k2q20,2,No
2018,sc_k2q20,2,No
2019,sc_k2q20,2,No
2020,sc_k2q20,2,No
2021,sc_k2q20,2,No
2022,sc_k2q20,2,No
2016,sc_k2q21,.d,Suppressed for confidentiality
2017,sc_k2q21,.d,Suppressed for confidentiality
2018,sc_k2q21,.d,Suppressed for confidentiality
2019,sc_k2q21,.d,Suppressed for confidentiality
2020,sc_k2q21,.d,Suppressed for confidentiality
2021,sc_k2q21,.d,Suppressed for confidentiality
2022,sc_k2q21,.d,Suppressed for confidentiality
2016,sc_k2q21,.l,Logical skip
2017,sc_k2q21,.l,Logical skip
2018,sc_k2q21,.l,Logical skip
2019,sc_k2q21,.l,Logical skip
2020,sc_k2q21,.l,Logical skip
2021,sc_k2q21,.l,Logical skip
2022,sc_k2q21,.l,Logical skip
2016,sc_k2q21,.m,No valid response
2017,sc_k2q21,.m,No valid response
2018,sc_k2q21,.m,No valid response
2019,sc_k2q21,.m,No valid response
2020,sc_k2q21,.m,No valid response
2021,sc_k2q21,.m,No valid response
2022,sc_k2q21,.m,No valid response
2016,sc_k2q21,.n,Not in universe
2017,sc_k2q21,.n,Not in universe
2018,sc_k2q21,.n,Not in universe
2019,sc_k2q21,.n,Not in universe
2020,sc_k2q21,.n,Not in universe
2021,sc_k2q21,.n,Not in universe
2022,sc_k2q21,.n,Not in universe
2016,sc_k2q21,1,Yes
2017,sc_k2q21,1,Yes
2018,sc_k2q21,1,Yes
2019,sc_k2q21,1,Yes
2020,sc_k2q21,1,Yes
2021,sc_k2q21,1,Yes
2022,sc_k2q21,1,Yes
2016,sc_k2q21,2,No
2017,sc_k2q21,2,No
2018,sc_k2q21,2,No
2019,sc_k2q21,2,No
2020,sc_k2q21,2,No
2021,sc_k2q21,2,No
2022,sc_k2q21,2,No
2016,sc_k2q22,.d,Suppressed for confidentiality
2017,sc_k2q22,.d,Suppressed for confidentiality
2018,sc_k2q22,.d,Suppressed for confidentiality
2019,sc_k2q22,.d,Suppressed for confidentiality
2020,sc_k2q22,.d,Suppressed for confidentiality
2021,sc_k2q22,.d,Suppressed for confidentiality
2022,sc_k2q22,.d,Suppressed for confidentiality
2016,sc_k2q22,.l,Logical skip
2017,sc_k2q22,.l,Logical skip
2018,sc_k2q22,.l,Logical skip
2019,sc_k2q22,.l,Logical skip
2020,sc_k2q22,.l,Logical skip
2021,sc_k2q22,.l,Logical skip
2022,sc_k2q22,.l,Logical skip
2016,sc_k2q22,.m,No valid response
2017,sc_k2q22,.m,No valid response
2018,sc_k2q22,.m,No valid response
2019,sc_k2q22,.m,No valid response
2020,sc_k2q22,.m,No valid response
2021,sc_k2q22,.m,No valid response
2022,sc_k2q22,.m,No valid response
2016,sc_k2q22,.n,Not in universe
2017,sc_k2q22,.n,Not in universe
2018,sc_k2q22,.n,Not in universe
2019,sc_k2q22,.n,Not in universe
2020,sc_k2q22,.n,Not in universe
2021,sc_k2q22,.n,Not in universe
2022,sc_k2q22,.n,Not in universe
2016,sc_k2q22,1,Yes
2017,sc_k2q22,1,Yes
2018,sc_k2q22,1,Yes
2019,sc_k2q22,1,Yes
2020,sc_k2q22,1,Yes
2021,sc_k2q22,1,Yes
2022,sc_k2q22,1,Yes
2016,sc_k2q22,2,No
2017,sc_k2q22,2,No
2018,sc_k2q22,2,No
2019,sc_k2q22,2,No
2020,sc_k2q22,2,No
2021,sc_k2q22,2,No
2022,sc_k2q22,2,No
2016,sc_k2q23,.d,Suppressed for confidentiality
2017,sc_k2q23,.d,Suppressed for confidentiality
2018,sc_k2q23,.d,Suppressed for confidentiality
2019,sc_k2q23,.d,Suppressed for confidentiality
2020,sc_k2q23,.d,Suppressed for confidentiality
2021,sc_k2q23,.d,Suppressed for confidentiality
2022,sc_k2q23,.d,Suppressed for confidentiality
2016,sc_k2q23,.l,Logical skip
2017,sc_k2q23,.l,Logical skip
2018,sc_k2q23,.l,Logical skip
2019,sc_k2q23,.l,Logical skip
2020,sc_k2q23,.l,Logical skip
2021,sc_k2q23,.l,Logical skip
2022,sc_k2q23,.l,Logical skip
2016,sc_k2q23,.m,No valid response
2017,sc_k2q23,.m,No valid response
2018,sc_k2q23,.m,No valid response
2019,sc_k2q23,.m,No valid response
2020,sc_k2q23,.m,No valid response
2021,sc_k2q23,.m,No valid response
2022,sc_k2q23,.m,No valid response
2016,sc_k2q23,.n,Not in universe
2017,sc_k2q23,.n,Not in universe
2018,sc_k2q23,.n,Not in universe
2019,sc_k2q23,.n,Not in universe
2020,sc_k2q23,.n,Not in universe
2021,sc_k2q23,.n,Not in universe
2022,sc_k2q23,.n,Not in universe
2016,sc_k2q23,1,Yes
2017,sc_k2q23,1,Yes
2018,sc_k2q23,1,Yes
2019,sc_k2q23,1,Yes
2020,sc_k2q23,1,Yes
2021,sc_k2q23,1,Yes
2022,sc_k2q23,1,Yes
2016,sc_k2q23,2,No
2017,sc_k2q23,2,No
2018,sc_k2q23,2,No
2019,sc_k2q23,2,No
2020,sc_k2q23,2,No
2021,sc_k2q23,2,No
2022,sc_k2q23,2,No
2016,sc_nhpi,.d,Suppressed for confidentiality
2017,sc_nhpi,.d,Suppressed for confidentiality
2018,sc_nhpi,.d,Suppressed for confidentiality
2019,sc_nhpi,.d,Suppressed for confidentiality
2020,sc_nhpi,.d,Suppressed for confidentiality
2021,sc_nhpi,.d,Suppressed for confidentiality
2022,sc_nhpi,.d,Suppressed for confidentiality
2016,sc_nhpi,.l,Logical skip
2017,sc_nhpi,.l,Logical skip
2018,sc_nhpi,.l,Logical skip
